HD,_tab2_2,RVel,e_RVel,Inst,SHK,e_SHK,EWHa,e_EWHa,File
HD160691,2453274.52558,-33.99,1.04,HARPS-Pre,0.1470,0.0052,,,2004-09-26T00:36:01
HD160691,2453274.52663,-35.85,1.04,HARPS-Pre,0.1552,0.0049,,,2004-09-26T00:37:32
HD160691,2453274.52768,-34.85,1.10,HARPS-Pre,0.1410,0.0064,,,2004-09-26T00:39:03
HD160691,2453274.52876,-34.47,1.09,HARPS-Pre,0.1391,0.0065,,,2004-09-26T00:40:34
HD160691,2453274.52978,-32.58,1.05,HARPS-Pre,0.1466,0.0049,,,2004-09-26T00:42:05
HD160691,2453274.53085,-31.72,1.07,HARPS-Pre,0.1415,0.0058,,,2004-09-26T00:43:36
HD160691,2453274.53194,-33.04,1.08,HARPS-Pre,0.1324,0.0065,,,2004-09-26T00:45:10
HD160691,2453274.53298,-36.03,1.07,HARPS-Pre,0.1471,0.0049,,,2004-09-26T00:46:41
HD160691,2453297.51821,-42.22,0.84,HARPS-Pre,0.1569,0.0047,,,2004-10-19T00:28:08
HD160691,2453297.51925,-43.38,0.83,HARPS-Pre,0.1459,0.0049,,,2004-10-19T00:29:40
HD160691,2453297.52034,-42.82,0.81,HARPS-Pre,0.1409,0.0053,,,2004-10-19T00:31:11
HD160691,2453297.52138,-45.17,0.83,HARPS-Pre,0.1463,0.0051,,,2004-10-19T00:32:43
HD160691,2453297.52244,-45.33,0.84,HARPS-Pre,0.1226,0.0059,,,2004-10-19T00:34:14
HD160691,2453297.52348,-43.89,0.82,HARPS-Pre,0.1252,0.0062,,,2004-10-19T00:35:45
HD160691,2453297.52455,-45.55,0.81,HARPS-Pre,0.1368,0.0044,,,2004-10-19T00:37:16
HD160691,2453297.52561,-43.90,0.84,HARPS-Pre,0.1333,0.0052,,,2004-10-19T00:38:47
HD160691,2453297.52666,-44.59,0.84,HARPS-Pre,0.1484,0.0053,,,2004-10-19T00:40:19
HD160691,2453297.52771,-44.90,0.83,HARPS-Pre,0.1624,0.0048,,,2004-10-19T00:41:51
HD160691,2453298.50153,-45.84,0.87,HARPS-Pre,0.1326,0.0051,,,2004-10-20T00:04:14
HD160691,2453298.50268,-43.32,0.86,HARPS-Pre,0.1500,0.0045,,,2004-10-20T00:05:51
HD160691,2453298.50372,-45.54,0.85,HARPS-Pre,0.1547,0.0042,,,2004-10-20T00:07:22
HD160691,2453298.50475,-44.93,0.88,HARPS-Pre,0.1403,0.0051,,,2004-10-20T00:08:54
HD160691,2453298.50583,-43.24,0.87,HARPS-Pre,0.1426,0.0046,,,2004-10-20T00:10:25
HD160691,2453298.50689,-42.68,0.88,HARPS-Pre,0.1519,0.0044,,,2004-10-20T00:11:56
HD160691,2453298.50795,-45.41,0.87,HARPS-Pre,0.1392,0.005,,,2004-10-20T00:13:27
HD160691,2453298.50899,-47.77,0.86,HARPS-Pre,0.1437,0.0046,,,2004-10-20T00:14:58
HD160691,2453298.51004,-45.93,0.87,HARPS-Pre,0.1655,0.0044,,,2004-10-20T00:16:29
HD160691,2453298.51112,-42.68,0.86,HARPS-Pre,0.1236,0.0045,,,2004-10-20T00:18:01
HD160691,2453307.50153,-52.49,1.03,HARPS-Pre,0.1491,0.0061,,,2004-10-29T00:05:10
HD160691,2453307.50256,-52.00,1.03,HARPS-Pre,0.1339,0.0057,,,2004-10-29T00:06:40
HD160691,2453307.50362,-49.04,1.04,HARPS-Pre,0.1283,0.0059,,,2004-10-29T00:08:11
HD160691,2453307.50468,-49.79,1.06,HARPS-Pre,0.1288,0.0067,,,2004-10-29T00:09:42
HD160691,2453307.50575,-50.61,1.03,HARPS-Pre,0.1592,0.0054,,,2004-10-29T00:11:13
HD160691,2453307.50681,-51.95,1.11,HARPS-Pre,0.1359,0.0079,,,2004-10-29T00:12:45
HD160691,2453307.50786,-54.09,1.07,HARPS-Pre,0.1278,0.0072,,,2004-10-29T00:14:15
HD160691,2453307.50889,-50.85,1.05,HARPS-Pre,0.1368,0.0063,,,2004-10-29T00:15:46
HD160691,2453307.50993,-47.66,1.10,HARPS-Pre,0.1095,0.0079,,,2004-10-29T00:17:16
HD160691,2453307.51100,-48.89,1.04,HARPS-Pre,0.1342,0.0059,,,2004-10-29T00:18:47
HD160691,2453307.51204,-52.95,1.04,HARPS-Pre,0.1499,0.006,,,2004-10-29T00:20:18
HD160691,2453307.51308,-55.91,1.04,HARPS-Pre,0.1476,0.0061,,,2004-10-29T00:21:48
HD160691,2453307.51414,-53.66,1.08,HARPS-Pre,0.1345,0.0075,,,2004-10-29T00:23:19
HD160691,2453307.51520,-49.58,1.05,HARPS-Pre,0.1475,0.0057,,,2004-10-29T00:24:50
HD160691,2453307.51624,-49.30,1.00,HARPS-Pre,0.1372,0.0063,,,2004-10-29T00:26:21
HD160691,2453308.49328,-47.18,0.99,HARPS-Pre,0.1328,0.0041,,,2004-10-29T23:53:21
HD160691,2453308.49435,-49.37,1.02,HARPS-Pre,0.1230,0.0049,,,2004-10-29T23:54:53
HD160691,2453308.49538,-47.94,1.01,HARPS-Pre,0.1391,0.0042,,,2004-10-29T23:56:23
HD160691,2453308.49642,-52.54,1.03,HARPS-Pre,0.1571,0.0044,,,2004-10-29T23:57:54
HD160691,2453308.49748,-51.93,1.01,HARPS-Pre,0.1324,0.0047,,,2004-10-29T23:59:25
HD160691,2453308.49853,-50.56,1.02,HARPS-Pre,0.1422,0.0052,,,2004-10-30T00:00:56
HD160691,2453308.49957,-48.24,1.02,HARPS-Pre,0.1474,0.0048,,,2004-10-30T00:02:26
HD160691,2453308.50062,-47.33,1.02,HARPS-Pre,0.1507,0.0046,,,2004-10-30T00:03:57
HD160691,2453308.50167,-45.90,1.01,HARPS-Pre,0.1452,0.0042,,,2004-10-30T00:05:27
HD160691,2453308.50272,-50.67,1.03,HARPS-Pre,0.1262,0.0052,,,2004-10-30T00:06:58
HD160691,2453308.50377,-51.27,1.04,HARPS-Pre,0.1338,0.0055,,,2004-10-30T00:08:28
HD160691,2453308.50481,-49.29,1.01,HARPS-Pre,0.1354,0.0046,,,2004-10-30T00:09:59
HD160691,2453309.50184,-45.41,0.81,HARPS-Pre,0.1340,0.0055,,,2004-10-31T00:05:47
HD160691,2453309.50285,-45.44,0.80,HARPS-Pre,0.1444,0.0042,,,2004-10-31T00:07:18
HD160691,2453309.50390,-45.83,0.82,HARPS-Pre,0.1406,0.0048,,,2004-10-31T00:08:49
HD160691,2453309.50498,-45.11,0.83,HARPS-Pre,0.1324,0.0053,,,2004-10-31T00:10:19
HD160691,2453309.50604,-46.32,0.81,HARPS-Pre,0.1468,0.0041,,,2004-10-31T00:11:50
HD160691,2453309.50710,-47.21,0.80,HARPS-Pre,0.1470,0.0044,,,2004-10-31T00:13:21
HD160691,2453309.50811,-44.13,0.82,HARPS-Pre,0.1590,0.0045,,,2004-10-31T00:14:51
HD160691,2453309.50918,-45.72,0.80,HARPS-Pre,0.1420,0.0045,,,2004-10-31T00:16:22
HD160691,2453309.51021,-45.43,0.81,HARPS-Pre,0.1480,0.005,,,2004-10-31T00:17:52
HD160691,2453309.51128,-46.14,0.80,HARPS-Pre,0.1259,0.0044,,,2004-10-31T00:19:23
HD160691,2453310.52142,-42.23,1.05,HARPS-Pre,0.1280,0.0054,,,2004-11-01T00:34:03
HD160691,2453310.52244,-45.37,1.02,HARPS-Pre,0.1581,0.0039,,,2004-11-01T00:35:34
HD160691,2453310.52354,-43.25,1.05,HARPS-Pre,0.1479,0.0057,,,2004-11-01T00:37:05
HD160691,2453310.52455,-43.98,1.06,HARPS-Pre,0.1422,0.0058,,,2004-11-01T00:38:37
HD160691,2453310.52560,-44.83,1.06,HARPS-Pre,0.1525,0.0055,,,2004-11-01T00:40:08
HD160691,2453310.52667,-43.97,1.05,HARPS-Pre,0.1495,0.0052,,,2004-11-01T00:41:40
HD160691,2453310.52774,-42.27,1.08,HARPS-Pre,0.1443,0.0058,,,2004-11-01T00:43:11
HD160691,2453310.52878,-43.10,1.07,HARPS-Pre,0.1562,0.0046,,,2004-11-01T00:44:42
HD160691,2453310.52985,-47.06,1.04,HARPS-Pre,0.1572,0.0039,,,2004-11-01T00:46:13
HD160691,2453310.53090,-44.58,1.05,HARPS-Pre,0.1454,0.0052,,,2004-11-01T00:47:44
HD160691,2453311.50745,-43.83,0.93,HARPS-Pre,0.1458,0.0041,,,2004-11-02T00:14:04
HD160691,2453311.50851,-48.97,0.92,HARPS-Pre,0.1449,0.0037,,,2004-11-02T00:15:35
HD160691,2453311.50954,-45.72,0.91,HARPS-Pre,0.1461,0.0036,,,2004-11-02T00:17:05
HD160691,2453311.51060,-43.05,0.92,HARPS-Pre,0.1283,0.0044,,,2004-11-02T00:18:35
HD160691,2453311.51164,-42.64,0.92,HARPS-Pre,0.1473,0.0035,,,2004-11-02T00:20:07
HD160691,2453311.51271,-47.05,0.92,HARPS-Pre,0.1534,0.0036,,,2004-11-02T00:21:38
HD160691,2453311.51374,-48.48,0.91,HARPS-Pre,0.1386,0.0037,,,2004-11-02T00:23:08
HD160691,2453311.51478,-47.97,0.93,HARPS-Pre,0.1265,0.0045,,,2004-11-02T00:24:39
HD160691,2453311.51585,-46.36,0.91,HARPS-Pre,0.1411,0.0037,,,2004-11-02T00:26:10
HD160691,2453311.51691,-42.67,0.91,HARPS-Pre,0.1480,0.0039,,,2004-11-02T00:27:40
HD160691,2453312.51991,-41.08,1.00,HARPS-Pre,0.1422,0.0039,,,2004-11-03T00:32:05
HD160691,2453312.52097,-40.83,1.00,HARPS-Pre,0.1355,0.0043,,,2004-11-03T00:33:37
HD160691,2453312.52200,-47.92,0.99,HARPS-Pre,0.1509,0.0037,,,2004-11-03T00:35:08
HD160691,2453312.52305,-41.59,1.01,HARPS-Pre,0.1135,0.0049,,,2004-11-03T00:36:38
HD160691,2453312.52410,-42.94,1.01,HARPS-Pre,0.1508,0.0039,,,2004-11-03T00:38:10
HD160691,2453312.52518,-41.74,1.01,HARPS-Pre,0.1565,0.0039,,,2004-11-03T00:39:40
HD160691,2453312.52620,-41.13,1.01,HARPS-Pre,0.1493,0.0042,,,2004-11-03T00:41:11
HD160691,2453312.52726,-40.22,1.04,HARPS-Pre,0.1292,0.0047,,,2004-11-03T00:42:41
HD160691,2453312.52834,-44.78,1.01,HARPS-Pre,0.1370,0.0044,,,2004-11-03T00:44:12
HD160691,2453312.52934,-44.41,1.02,HARPS-Pre,0.1528,0.0045,,,2004-11-03T00:45:43
HD160691,2453315.50071,-48.56,1.02,HARPS-Pre,0.1381,0.0042,,,2004-11-06T00:04:41
HD160691,2453315.50172,-43.68,1.02,HARPS-Pre,0.1474,0.0041,,,2004-11-06T00:06:11
HD160691,2453315.50278,-44.26,1.03,HARPS-Pre,0.1356,0.005,,,2004-11-06T00:07:42
HD160691,2453315.50384,-42.84,1.00,HARPS-Pre,0.1370,0.0042,,,2004-11-06T00:09:13
HD160691,2453315.50490,-42.72,1.00,HARPS-Pre,0.1348,0.0042,,,2004-11-06T00:10:45
HD160691,2453315.50597,-42.39,1.02,HARPS-Pre,0.1470,0.0039,,,2004-11-06T00:12:16
HD160691,2453315.50700,-44.56,1.03,HARPS-Pre,0.1366,0.0045,,,2004-11-06T00:13:46
HD160691,2453315.50805,-46.39,1.05,HARPS-Pre,0.1383,0.0055,,,2004-11-06T00:15:19
HD160691,2453315.50913,-45.60,1.05,HARPS-Pre,0.1181,0.0063,,,2004-11-06T00:16:50
HD160691,2453315.51016,-42.80,1.04,HARPS-Pre,0.1525,0.0042,,,2004-11-06T00:18:21
HD160691,2453400.88752,-16.85,0.87,HARPS-Pre,0.1486,0.003,,,2005-01-30T09:19:04
HD160691,2453400.89265,-17.07,0.88,HARPS-Pre,0.1404,0.0033,,,2005-01-30T09:26:15
HD160691,2453404.89548,-22.87,0.92,HARPS-Pre,0.1491,0.0019,,,2005-02-03T09:31:51
HD160691,2453404.89799,-19.43,0.92,HARPS-Pre,0.1459,0.0021,,,2005-02-03T09:35:23
HD160691,2453410.89100,-11.39,0.93,HARPS-Pre,0.1473,0.0025,,,2005-02-09T09:24:49
HD160691,2453410.89344,-9.57,0.93,HARPS-Pre,0.1451,0.0026,,,2005-02-09T09:28:20
HD160691,2453410.89592,-11.67,0.93,HARPS-Pre,0.1518,0.0023,,,2005-02-09T09:31:52
HD160691,2453410.89846,-10.71,0.94,HARPS-Pre,0.1447,0.0028,,,2005-02-09T09:35:23
HD160691,2453428.85745,-0.53,0.99,HARPS-Pre,0.1524,0.0038,,,2005-02-27T08:35:23
HD160691,2453428.85844,-0.97,0.99,HARPS-Pre,0.1608,0.0038,,,2005-02-27T08:36:54
HD160691,2453428.85954,-2.06,0.98,HARPS-Pre,0.1484,0.0034,,,2005-02-27T08:38:27
HD160691,2453428.86055,-1.44,0.99,HARPS-Pre,0.1602,0.0027,,,2005-02-27T08:39:58
HD160691,2453428.86162,-0.24,0.98,HARPS-Pre,0.1581,0.0032,,,2005-02-27T08:41:28
HD160691,2453428.86271,1.36,0.99,HARPS-Pre,0.1576,0.0035,,,2005-02-27T08:43:00
HD160691,2453428.86376,-1.04,0.98,HARPS-Pre,0.1540,0.0032,,,2005-02-27T08:44:32
HD160691,2453428.86480,-3.32,0.99,HARPS-Pre,0.1511,0.0038,,,2005-02-27T08:46:03
HD160691,2453428.86586,-1.35,0.98,HARPS-Pre,0.1413,0.0032,,,2005-02-27T08:47:34
HD160691,2453428.86695,1.52,0.99,HARPS-Pre,0.1474,0.0037,,,2005-02-27T08:49:05
HD160691,2453466.78320,12.75,0.94,HARPS-Pre,0.1524,0.0025,,,2005-04-06T06:43:24
HD160691,2453466.78505,11.89,0.94,HARPS-Pre,0.1401,0.003,,,2005-04-06T06:45:55
HD160691,2453466.78677,11.29,0.94,HARPS-Pre,0.1518,0.0029,,,2005-04-06T06:48:28
HD160691,2453466.78853,11.80,0.95,HARPS-Pre,0.1480,0.0027,,,2005-04-06T06:51:00
HD160691,2453466.79024,13.65,0.96,HARPS-Pre,0.1513,0.0028,,,2005-04-06T06:53:30
HD160691,2453466.79198,11.81,0.97,HARPS-Pre,0.1509,0.0028,,,2005-04-06T06:56:00
HD160691,2453467.83945,8.54,0.94,HARPS-Pre,0.1406,0.0029,,,2005-04-07T08:04:29
HD160691,2453467.84087,12.06,0.93,HARPS-Pre,0.1515,0.002,,,2005-04-07T08:06:30
HD160691,2453467.84227,12.36,0.93,HARPS-Pre,0.1450,0.0025,,,2005-04-07T08:08:31
HD160691,2453467.84369,11.30,0.93,HARPS-Pre,0.1410,0.0025,,,2005-04-07T08:10:33
HD160691,2453467.84511,10.57,0.93,HARPS-Pre,0.1480,0.0025,,,2005-04-07T08:12:35
HD160691,2453467.84649,10.48,0.93,HARPS-Pre,0.1467,0.0025,,,2005-04-07T08:14:36
HD160691,2453467.84788,12.13,0.93,HARPS-Pre,0.1487,0.0026,,,2005-04-07T08:16:37
HD160691,2453467.84929,13.79,0.93,HARPS-Pre,0.1431,0.0027,,,2005-04-07T08:18:38
HD160691,2453470.82021,8.28,0.98,HARPS-Pre,0.1539,0.0033,,,2005-04-10T07:36:39
HD160691,2453470.82129,12.53,1.00,HARPS-Pre,0.1484,0.0042,,,2005-04-10T07:38:09
HD160691,2453470.82234,13.64,0.96,HARPS-Pre,0.1385,0.0028,,,2005-04-10T07:39:41
HD160691,2453470.82338,13.06,0.97,HARPS-Pre,0.1545,0.0033,,,2005-04-10T07:41:12
HD160691,2453470.82450,12.00,1.06,HARPS-Pre,0.1240,0.0057,,,2005-04-10T07:42:45
HD160691,2453470.82553,9.96,0.97,HARPS-Pre,0.1390,0.0036,,,2005-04-10T07:44:19
HD160691,2453470.82661,10.50,0.96,HARPS-Pre,0.1422,0.0034,,,2005-04-10T07:45:51
HD160691,2453470.82764,10.54,0.98,HARPS-Pre,0.1417,0.0034,,,2005-04-10T07:47:22
HD160691,2453470.82871,12.33,0.96,HARPS-Pre,0.1495,0.003,,,2005-04-10T07:48:53
HD160691,2453470.82979,8.91,0.96,HARPS-Pre,0.1490,0.0032,,,2005-04-10T07:50:25
HD160691,2453489.88616,16.34,0.90,HARPS-Pre,0.1465,0.0032,,,2005-04-29T09:07:58
HD160691,2453489.88989,16.30,0.92,HARPS-Pre,0.1449,0.0031,,,2005-04-29T09:13:04
HD160691,2453489.89347,17.33,0.90,HARPS-Pre,0.1512,0.0025,,,2005-04-29T09:18:13
HD160691,2453490.85290,13.04,0.85,HARPS-Pre,0.1463,0.0018,,,2005-04-30T08:19:45
HD160691,2453490.85632,13.25,0.85,HARPS-Pre,0.1455,0.0018,,,2005-04-30T08:24:52
HD160691,2453490.85996,13.37,0.85,HARPS-Pre,0.1455,0.0018,,,2005-04-30T08:29:58
HD160691,2453491.83876,12.99,0.91,HARPS-Pre,0.1419,0.0021,,,2005-05-01T08:00:03
HD160691,2453491.84147,13.15,0.91,HARPS-Pre,0.1461,0.0019,,,2005-05-01T08:03:55
HD160691,2453491.84688,13.16,0.91,HARPS-Pre,0.1413,0.0021,,,2005-05-01T08:11:40
HD160691,2453492.82275,16.73,0.78,HARPS-Pre,0.1438,0.0016,,,2005-05-02T07:36:52
HD160691,2453492.82547,16.72,0.78,HARPS-Pre,0.1432,0.0015,,,2005-05-02T07:40:45
HD160691,2453492.82813,16.23,0.79,HARPS-Pre,0.1409,0.0018,,,2005-05-02T07:44:39
HD160691,2453492.83088,18.42,0.78,HARPS-Pre,0.1505,0.0017,,,2005-05-02T07:48:31
HD160691,2453511.84931,19.63,0.86,HARPS-Pre,0.1559,0.0028,,,2005-05-21T08:14:41
HD160691,2453511.85059,21.06,0.86,HARPS-Pre,0.1444,0.0034,,,2005-05-21T08:16:31
HD160691,2453511.85186,20.26,0.86,HARPS-Pre,0.1511,0.0029,,,2005-05-21T08:18:23
HD160691,2453511.85319,19.02,0.86,HARPS-Pre,0.1581,0.0032,,,2005-05-21T08:20:14
HD160691,2453511.85447,19.82,0.85,HARPS-Pre,0.1476,0.0033,,,2005-05-21T08:22:06
HD160691,2453511.85575,20.22,0.86,HARPS-Pre,0.1554,0.0031,,,2005-05-21T08:23:57
HD160691,2453511.85704,20.89,0.86,HARPS-Pre,0.1493,0.0035,,,2005-05-21T08:25:48
HD160691,2453515.77837,19.45,0.99,HARPS-Pre,0.1526,0.0039,,,2005-05-25T06:31:26
HD160691,2453515.78117,21.28,0.98,HARPS-Pre,0.1428,0.0035,,,2005-05-25T06:35:19
HD160691,2453515.78387,18.49,0.98,HARPS-Pre,0.1512,0.0033,,,2005-05-25T06:39:13
HD160691,2453515.78649,21.00,1.00,HARPS-Pre,0.1508,0.004,,,2005-05-25T06:43:07
HD160691,2453517.79462,22.11,0.74,HARPS-Pre,0.1449,0.0026,,,2005-05-27T06:54:39
HD160691,2453517.79733,22.32,0.73,HARPS-Pre,0.1469,0.0027,,,2005-05-27T06:58:40
HD160691,2453517.80029,22.41,0.73,HARPS-Pre,0.1372,0.0026,,,2005-05-27T07:02:41
HD160691,2453517.80297,20.91,0.72,HARPS-Pre,0.1545,0.0024,,,2005-05-27T07:06:43
HD160691,2453520.80271,20.44,0.89,HARPS-Pre,0.1418,0.002,,,2005-05-30T07:05:22
HD160691,2453520.80621,18.54,0.89,HARPS-Pre,0.1405,0.0022,,,2005-05-30T07:10:33
HD160691,2453520.80985,19.07,0.89,HARPS-Pre,0.1382,0.0026,,,2005-05-30T07:15:44
HD160691,2453542.68593,22.88,0.92,HARPS-Pre,0.1496,0.0021,,,2005-06-21T04:18:08
HD160691,2453542.68781,21.80,0.93,HARPS-Pre,0.1422,0.0021,,,2005-06-21T04:20:50
HD160691,2453542.68964,22.46,0.92,HARPS-Pre,0.1429,0.0024,,,2005-06-21T04:23:31
HD160691,2453542.69153,22.39,0.92,HARPS-Pre,0.1409,0.0024,,,2005-06-21T04:26:14
HD160691,2453542.69339,23.09,0.93,HARPS-Pre,0.1510,0.0022,,,2005-06-21T04:28:55
HD160691,2453542.69529,24.44,0.93,HARPS-Pre,0.1388,0.0021,,,2005-06-21T04:31:37
HD160691,2453543.69680,25.54,0.72,HARPS-Pre,0.1415,0.0024,,,2005-06-22T04:33:22
HD160691,2453543.69958,24.20,0.70,HARPS-Pre,0.1399,0.0022,,,2005-06-22T04:37:14
HD160691,2453543.70229,24.39,0.71,HARPS-Pre,0.1486,0.0021,,,2005-06-22T04:41:08
HD160691,2453543.70496,24.47,0.70,HARPS-Pre,0.1478,0.002,,,2005-06-22T04:45:01
HD160691,2453544.76063,22.55,0.92,HARPS-Pre,0.1502,0.0022,,,2005-06-23T06:05:10
HD160691,2453544.76332,23.38,0.92,HARPS-Pre,0.1502,0.0024,,,2005-06-23T06:09:02
HD160691,2453544.76598,22.00,0.92,HARPS-Pre,0.1456,0.0022,,,2005-06-23T06:12:54
HD160691,2453544.76868,23.62,0.92,HARPS-Pre,0.1455,0.0023,,,2005-06-23T06:16:45
HD160691,2453545.77117,24.16,1.00,HARPS-Pre,0.1378,0.0044,,,2005-06-24T06:19:01
HD160691,2453545.77693,23.50,1.10,HARPS-Pre,0.1441,0.0048,,,2005-06-24T06:26:32
HD160691,2453546.76126,24.75,0.95,HARPS-Pre,0.1458,0.0026,,,2005-06-25T06:05:49
HD160691,2453546.76376,23.09,0.92,HARPS-Pre,0.1440,0.002,,,2005-06-25T06:09:41
HD160691,2453546.76644,22.69,0.94,HARPS-Pre,0.1403,0.0027,,,2005-06-25T06:13:33
HD160691,2453546.76911,23.17,0.93,HARPS-Pre,0.1460,0.0022,,,2005-06-25T06:17:24
HD160691,2453547.67484,19.88,0.94,HARPS-Pre,0.1541,0.0024,,,2005-06-26T04:01:34
HD160691,2453547.67744,18.40,0.93,HARPS-Pre,0.1432,0.0027,,,2005-06-26T04:05:24
HD160691,2453547.68007,20.40,0.94,HARPS-Pre,0.1471,0.0026,,,2005-06-26T04:09:15
HD160691,2453547.68276,17.05,0.95,HARPS-Pre,0.1519,0.0026,,,2005-06-26T04:13:07
HD160691,2453550.67606,17.63,0.92,HARPS-Pre,0.1460,0.0018,,,2005-06-29T04:02:56
HD160691,2453550.67983,17.57,0.92,HARPS-Pre,0.1496,0.0018,,,2005-06-29T04:08:08
HD160691,2453550.68336,18.59,0.92,HARPS-Pre,0.1409,0.0018,,,2005-06-29T04:13:19
HD160691,2453551.67029,22.63,0.94,HARPS-Pre,0.1473,0.0025,,,2005-06-30T03:53:17
HD160691,2453551.67561,22.93,0.93,HARPS-Pre,0.1408,0.0023,,,2005-06-30T04:00:48
HD160691,2453573.65350,26.32,0.90,HARPS-Pre,0.1460,0.002,,,2005-07-22T03:31:11
HD160691,2453573.65741,25.27,0.90,HARPS-Pre,0.1495,0.0017,,,2005-07-22T03:36:43
HD160691,2453573.66138,26.22,0.90,HARPS-Pre,0.1536,0.0023,,,2005-07-22T03:42:14
HD160691,2453576.60931,23.92,0.84,HARPS-Pre,0.1501,0.0019,,,2005-07-25T02:27:51
HD160691,2453576.61317,24.58,0.86,HARPS-Pre,0.1584,0.0021,,,2005-07-25T02:33:22
HD160691,2453576.61707,23.35,0.86,HARPS-Pre,0.1510,0.0023,,,2005-07-25T02:38:53
HD160691,2453606.63528,18.37,1.01,HARPS-Pre,0.1513,0.0038,,,2005-08-24T03:09:00
HD160691,2453606.63774,18.99,1.02,HARPS-Pre,0.1546,0.0036,,,2005-08-24T03:12:33
HD160691,2453606.64027,18.76,1.01,HARPS-Pre,0.1416,0.0038,,,2005-08-24T03:16:04
HD160691,2453606.64269,18.83,1.02,HARPS-Pre,0.1460,0.0042,,,2005-08-24T03:19:35
HD160691,2453606.64516,18.71,1.03,HARPS-Pre,0.1600,0.0035,,,2005-08-24T03:23:07
HD160691,2453608.57090,16.96,0.93,HARPS-Pre,0.1501,0.0032,,,2005-08-26T01:36:40
HD160691,2453608.57286,14.22,0.96,HARPS-Pre,0.1501,0.0036,,,2005-08-26T01:39:40
HD160691,2453608.57509,17.16,0.99,HARPS-Pre,0.1598,0.0033,,,2005-08-26T01:42:41
HD160691,2453608.57721,16.96,1.04,HARPS-Pre,0.1422,0.0047,,,2005-08-26T01:45:42
HD160691,2453608.57920,16.30,1.01,HARPS-Pre,0.1317,0.0047,,,2005-08-26T01:48:43
HD160691,2453608.58139,17.43,1.00,HARPS-Pre,0.1503,0.0041,,,2005-08-26T01:51:44
HD160691,2453668.48105,14.95,1.00,HARPS-Pre,0.1535,0.0037,,,2005-10-24T23:34:43
HD160691,2453668.48294,15.36,0.98,HARPS-Pre,0.1490,0.0037,,,2005-10-24T23:37:23
HD160691,2453668.48483,15.09,0.98,HARPS-Pre,0.1575,0.0027,,,2005-10-24T23:40:07
HD160691,2453668.48673,15.50,0.97,HARPS-Pre,0.1441,0.0035,,,2005-10-24T23:42:47
HD160691,2453668.48854,16.39,0.99,HARPS-Pre,0.1504,0.0036,,,2005-10-24T23:45:29
HD160691,2453668.49038,15.13,0.99,HARPS-Pre,0.1506,0.0029,,,2005-10-24T23:48:09
HD160691,2453670.54084,16.43,1.04,HARPS-Pre,0.1435,0.0041,,,2005-10-27T01:01:00
HD160691,2453670.54276,17.47,1.05,HARPS-Pre,0.1420,0.0047,,,2005-10-27T01:03:40
HD160691,2453670.54460,17.39,1.04,HARPS-Pre,0.1500,0.004,,,2005-10-27T01:06:21
HD160691,2453670.54648,18.32,1.04,HARPS-Pre,0.1422,0.004,,,2005-10-27T01:09:02
HD160691,2453670.54827,18.30,1.03,HARPS-Pre,0.1497,0.0047,,,2005-10-27T01:11:42
HD160691,2453670.55016,14.98,0.99,HARPS-Pre,0.1445,0.0034,,,2005-10-27T01:14:23
HD160691,2453671.52468,13.48,0.98,HARPS-Pre,0.1541,0.0034,,,2005-10-28T00:37:50
HD160691,2453671.52657,12.87,0.98,HARPS-Pre,0.1487,0.0036,,,2005-10-28T00:40:30
HD160691,2453671.52844,14.13,0.99,HARPS-Pre,0.1492,0.0037,,,2005-10-28T00:43:10
HD160691,2453671.53025,13.14,1.01,HARPS-Pre,0.1487,0.0038,,,2005-10-28T00:45:53
HD160691,2453671.53211,12.48,1.02,HARPS-Pre,0.1555,0.0038,,,2005-10-28T00:48:33
HD160691,2453671.53403,15.07,1.00,HARPS-Pre,0.1358,0.0033,,,2005-10-28T00:51:14
HD160691,2453672.52616,9.89,0.95,HARPS-Pre,0.1589,0.0028,,,2005-10-29T00:40:01
HD160691,2453672.52803,11.04,0.96,HARPS-Pre,0.1561,0.0032,,,2005-10-29T00:42:41
HD160691,2453672.52986,12.46,0.97,HARPS-Pre,0.1438,0.0034,,,2005-10-29T00:45:24
HD160691,2453672.53175,9.46,0.96,HARPS-Pre,0.1426,0.0031,,,2005-10-29T00:48:06
HD160691,2453672.53362,12.29,0.96,HARPS-Pre,0.1577,0.0026,,,2005-10-29T00:50:47
HD160691,2453672.53546,12.91,0.96,HARPS-Pre,0.1514,0.0033,,,2005-10-29T00:53:28
HD160691,2453673.54436,6.79,1.04,HARPS-Pre,0.1476,0.0045,,,2005-10-30T01:06:15
HD160691,2453673.54618,9.25,1.07,HARPS-Pre,0.1576,0.0045,,,2005-10-30T01:08:56
HD160691,2453673.54810,7.93,1.00,HARPS-Pre,0.1511,0.0039,,,2005-10-30T01:11:37
HD160691,2453673.54983,7.23,0.98,HARPS-Pre,0.1495,0.0041,,,2005-10-30T01:14:18
HD160691,2453673.55174,9.53,0.99,HARPS-Pre,0.1547,0.0034,,,2005-10-30T01:17:00
HD160691,2453673.55359,8.19,0.99,HARPS-Pre,0.1420,0.0035,,,2005-10-30T01:19:41
HD160691,2453693.48978,3.77,2.12,HARPS-Pre,,,,,2005-11-18T23:50:24
HD160691,2453693.49123,0.82,0.92,HARPS-Pre,0.1369,0.0033,,,2005-11-18T23:51:31
